expression,meaning,example,domain
obs@ima,imagining-component of observe,obs@ima = the imagining aspect hidden in observe,cognitive
ima@obs,observe-component of imagining,ima@obs = the observe aspect within imagining,cognitive
obs@dre,dreaming-component of observe,obs@dre = the dreaming aspect hidden in observe,cognitive
dre@obs,observe-component of dreaming,dre@obs = the observe aspect within dreaming,cognitive
obs@for,forget-component of observe,obs@for = the forget aspect hidden in observe,cognitive
for@obs,observe-component of forget,for@obs = the observe aspect within forget,cognitive
obs@rec,recall-component of observe,obs@rec = the recall aspect hidden in observe,cognitive
rec@obs,observe-component of recall,rec@obs = the observe aspect within recall,cognitive
obs@ang,anger-component of observe,obs@ang = the anger aspect hidden in observe,cognitive
ang@obs,observe-component of anger,ang@obs = the observe aspect within anger,cognitive
obs@joy,joy-component of observe,obs@joy = the joy aspect hidden in observe,cognitive
joy@obs,observe-component of joy,joy@obs = the observe aspect within joy,cognitive
obs@sad,sadness-component of observe,obs@sad = the sadness aspect hidden in observe,cognitive
sad@obs,observe-component of sadness,sad@obs = the observe aspect within sadness,cognitive
obs@fea,fear-component of observe,obs@fea = the fear aspect hidden in observe,cognitive
fea@obs,observe-component of fear,fea@obs = the observe aspect within fear,cognitive
obs@des,desire-component of observe,obs@des = the desire aspect hidden in observe,cognitive
des@obs,observe-component of desire,des@obs = the observe aspect within desire,cognitive
obs@hop,hope-component of observe,obs@hop = the hope aspect hidden in observe,cognitive
hop@obs,observe-component of hope,hop@obs = the observe aspect within hope,cognitive
obs@cou,courage-component of observe,obs@cou = the courage aspect hidden in observe,cognitive
cou@obs,observe-component of courage,cou@obs = the observe aspect within courage,cognitive
obs@cow,coward-component of observe,obs@cow = the coward aspect hidden in observe,cognitive
cow@obs,observe-component of coward,cow@obs = the observe aspect within coward,cognitive
obs@lov,love-component of observe,obs@lov = the love aspect hidden in observe,cognitive
lov@obs,observe-component of love,lov@obs = the observe aspect within love,cognitive
obs@hat,hate-component of observe,obs@hat = the hate aspect hidden in observe,cognitive
hat@obs,observe-component of hate,hat@obs = the observe aspect within hate,cognitive
obs@pri,pride-component of observe,obs@pri = the pride aspect hidden in observe,cognitive
pri@obs,observe-component of pride,pri@obs = the observe aspect within pride,cognitive
obs@sha,shame-component of observe,obs@sha = the shame aspect hidden in observe,cognitive
sha@obs,observe-component of shame,sha@obs = the observe aspect within shame,cognitive
obs@bor,bored-component of observe,obs@bor = the bored aspect hidden in observe,cognitive
bor@obs,observe-component of bored,bor@obs = the observe aspect within bored,cognitive
obs@exc,excitement-component of observe,obs@exc = the excitement aspect hidden in observe,cognitive
exc@obs,observe-component of excitement,exc@obs = the observe aspect within excitement,cognitive
obs@anx,anxious-component of observe,obs@anx = the anxious aspect hidden in observe,cognitive
anx@obs,observe-component of anxious,anx@obs = the observe aspect within anxious,cognitive
obs@cal,calm-component of observe,obs@cal = the calm aspect hidden in observe,cognitive
cal@obs,observe-component of calm,cal@obs = the observe aspect within calm,cognitive
obs@cur,curious-component of observe,obs@cur = the curious aspect hidden in observe,cognitive
cur@obs,observe-component of curious,cur@obs = the observe aspect within curious,cognitive
obs@cre,creative-component of observe,obs@cre = the creative aspect hidden in observe,cognitive
cre@obs,observe-component of creative,cre@obs = the observe aspect within creative,cognitive
obs@pra,practical-component of observe,obs@pra = the practical aspect hidden in observe,cognitive
pra@obs,observe-component of practical,pra@obs = the observe aspect within practical,cognitive
obs@log,logical-component of observe,obs@log = the logical aspect hidden in observe,cognitive
log@obs,observe-component of logical,log@obs = the observe aspect within logical,cognitive
obs@ilg,illogical-component of observe,obs@ilg = the illogical aspect hidden in observe,cognitive
ilg@obs,observe-component of illogical,ilg@obs = the observe aspect within illogical,cognitive
obs@val,valid-component of observe,obs@val = the valid aspect hidden in observe,cognitive
val@obs,observe-component of valid,val@obs = the observe aspect within valid,cognitive
obs@fal,false-component of observe,obs@fal = the false aspect hidden in observe,cognitive
fal@obs,observe-component of false,fal@obs = the observe aspect within false,cognitive
obs@tru,true-component of observe,obs@tru = the true aspect hidden in observe,cognitive
tru@obs,observe-component of true,tru@obs = the observe aspect within true,cognitive
obs@par,paradoxical-component of observe,obs@par = the paradoxical aspect hidden in observe,cognitive
par@obs,observe-component of paradoxical,par@obs = the observe aspect within paradoxical,cognitive
obs@jus,justified-component of observe,obs@jus = the justified aspect hidden in observe,cognitive
jus@obs,observe-component of justified,jus@obs = the observe aspect within justified,cognitive
obs@int,intuition-component of observe,obs@int = the intuition aspect hidden in observe,cognitive
int@obs,observe-component of intuition,int@obs = the observe aspect within intuition,cognitive
obs@aim,aim-component of observe,obs@aim = the aim aspect hidden in observe,cognitive
aim@obs,observe-component of aim,aim@obs = the observe aspect within aim,cognitive
obs@pur,purpose-component of observe,obs@pur = the purpose aspect hidden in observe,cognitive
pur@obs,observe-component of purpose,pur@obs = the observe aspect within purpose,cognitive
obs@puz,puzzle-component of observe,obs@puz = the puzzle aspect hidden in observe,cognitive
puz@obs,observe-component of puzzle,puz@obs = the observe aspect within puzzle,cognitive
obs@wis,wise-component of observe,obs@wis = the wise aspect hidden in observe,cognitive
wis@obs,observe-component of wise,wis@obs = the observe aspect within wise,cognitive
obs@ign,ignorant-component of observe,obs@ign = the ignorant aspect hidden in observe,cognitive
ign@obs,observe-component of ignorant,ign@obs = the observe aspect within ignorant,cognitive
per@abl,able-component of perceive,per@abl = the able aspect hidden in perceive,cognitive
abl@per,perceive-component of able,abl@per = the perceive aspect within able,cognitive
per@aud,hearing-component of perceive,per@aud = the hearing aspect hidden in perceive,cognitive
aud@per,perceive-component of hearing,aud@per = the perceive aspect within hearing,cognitive
per@see,seeing-component of perceive,per@see = the seeing aspect hidden in perceive,cognitive
see@per,perceive-component of seeing,see@per = the perceive aspect within seeing,cognitive
per@sme,smelling-component of perceive,per@sme = the smelling aspect hidden in perceive,cognitive
sme@per,perceive-component of smelling,sme@per = the perceive aspect within smelling,cognitive
per@cle,clear-component of perceive,per@cle = the clear aspect hidden in perceive,cognitive
cle@per,perceive-component of clear,cle@per = the perceive aspect within clear,cognitive
per@dar,dark-component of perceive,per@dar = the dark aspect hidden in perceive,cognitive
dar@per,perceive-component of dark,dar@per = the perceive aspect within dark,cognitive
per@luc,lucid-component of perceive,per@luc = the lucid aspect hidden in perceive,cognitive
luc@per,perceive-component of lucid,luc@per = the perceive aspect within lucid,cognitive
per@clo,cloudy-component of perceive,per@clo = the cloudy aspect hidden in perceive,cognitive
clo@per,perceive-component of cloudy,clo@per = the perceive aspect within cloudy,cognitive
per@ful,full-component of perceive,per@ful = the full aspect hidden in perceive,cognitive
ful@per,perceive-component of full,ful@per = the perceive aspect within full,cognitive
per@emp,empty-component of perceive,per@emp = the empty aspect hidden in perceive,cognitive
emp@per,perceive-component of empty,emp@per = the perceive aspect within empty,cognitive
per@abs,abstract-component of perceive,per@abs = the abstract aspect hidden in perceive,cognitive
abs@per,perceive-component of abstract,abs@per = the perceive aspect within abstract,cognitive
per@rem,remembering-component of perceive,per@rem = the remembering aspect hidden in perceive,cognitive
rem@per,perceive-component of remembering,rem@per = the perceive aspect within remembering,cognitive
per@ima,imagining-component of perceive,per@ima = the imagining aspect hidden in perceive,cognitive
ima@per,perceive-component of imagining,ima@per = the perceive aspect within imagining,cognitive
per@dre,dreaming-component of perceive,per@dre = the dreaming aspect hidden in perceive,cognitive
dre@per,perceive-component of dreaming,dre@per = the perceive aspect within dreaming,cognitive
per@for,forget-component of perceive,per@for = the forget aspect hidden in perceive,cognitive
for@per,perceive-component of forget,for@per = the perceive aspect within forget,cognitive
per@rec,recall-component of perceive,per@rec = the recall aspect hidden in perceive,cognitive
