expression,meaning,example,domain
amo*beg,among ∧ beginning,amo*beg,spatial-temporal
amo*ben,among ∧ bend,amo*ben,spatial-process
amo*ber,among ∧ berry,amo*ber,spatial-living
amo*bir,among ∧ birth,amo*bir,spatial-temporal
amo*bit,among ∧ bitter,amo*bit,spatial-concrete
amo*bld,among ∧ build,amo*bld,spatial-process
amo*ble,among ∧ blessing,amo*ble,spatial-ethics
amo*blo,among ∧ blood,amo*blo,spatial-living
amo*bng,among ∧ bring,amo*bng,spatial-process
amo*bnk,among ∧ bank,amo*bnk,spatial-sensory
amo*bod,among ∧ awakening,amo*bod,spatial-ethics
amo*boi,among ∧ boil,amo*boi,spatial-concrete
amo*bon,among ∧ bone,amo*bon,spatial-living
amo*boo,among ∧ book,amo*boo,spatial-motion
amo*bot,among ∧ automated agent,amo*bot,spatial-technical
amo*bow,among ∧ bowl,amo*bow,spatial-motion
amo*box,among ∧ box,amo*box,spatial-motion
amo*brk,among ∧ break,amo*brk,spatial-process
amo*cas,among ∧ castle,amo*cas,spatial-sensory
amo*cei,among ∧ ceiling,amo*cei,spatial-sensory
amo*cer,among ∧ ceremony,amo*cer,spatial-social
amo*chi,among ∧ child,amo*chi,spatial-social
amo*cle,among ∧ clear,amo*cle,spatial-communication
amo*clm,among ∧ climb,amo*clm,spatial-process
amo*cri,among ∧ criticize,amo*cri,spatial-communication
amo*cru,among ∧ cruel,amo*cru,spatial-social
amo*cul,among ∧ culture,amo*cul,spatial-social
amo*cup,among ∧ cup,amo*cup,spatial-motion
amo*cus,among ∧ custom,amo*cus,spatial-social
amo*der,among ∧ virtue,amo*der,spatial-ethics
amo*dut,among ∧ duty,amo*dut,spatial-social
amo*ham,among ∧ hammer,amo*ham,spatial-motion
anc*ack,ancient ∧ acknowledge,anc*ack,abstract-agent
anc*act,ancient ∧ action,anc*act,abstract-agent
anc*ada,ancient ∧ adapt,anc*ada,abstract-agent
anc*agg,ancient ∧ aggregate,anc*agg,abstract-agent
anc*agt,ancient ∧ agent,anc*agt,abstract-agent
anc*ahi,ancient ∧ ahimsa,anc*ahi,abstract-ethics
anc*ale,ancient ∧ aleatoric uncertainty (inherently random),anc*ale,abstract-agent
anc*api,ancient ∧ interface,anc*api,abstract-technical
anc*apl,ancient ∧ apple,anc*apl,abstract-concrete
anc*app,ancient ∧ application,anc*app,abstract-technical
anc*apt,ancient ∧ apartment,anc*apt,abstract-sensory
anc*aret,ancient ∧ arete,anc*aret,abstract-ethics
anc*async,ancient ∧ not synchronized concurrent,anc*async,abstract-technical
anc*avo,ancient ∧ avoid,anc*avo,abstract-process
anc*await,ancient ∧ wait for completion,anc*await,abstract-technical
anc*bag,ancient ∧ bag,anc*bag,abstract-motion
anc*bak,ancient ∧ backup,anc*bak,abstract-technical
anc*ban,ancient ∧ banana,anc*ban,abstract-concrete
anc*bar,ancient ∧ baraka,anc*bar,abstract-ethics
anc*bat,ancient ∧ bathroom,anc*bat,abstract-sensory
anc*bed,ancient ∧ bedroom,anc*bed,abstract-sensory
anc*bee,ancient ∧ beer,anc*bee,abstract-concrete
anc*beff,ancient ∧ beef,anc*beff,abstract-concrete
anc*ben,ancient ∧ bend,anc*ben,abstract-process
anc*bit,ancient ∧ bitter,anc*bit,abstract-concrete
anc*bld,ancient ∧ build,anc*bld,abstract-process
anc*ble,ancient ∧ blessing,anc*ble,abstract-ethics
anc*bng,ancient ∧ bring,anc*bng,abstract-process
anc*bnk,ancient ∧ bank,anc*bnk,abstract-sensory
anc*bod,ancient ∧ awakening,anc*bod,abstract-ethics
anc*boi,ancient ∧ boil,anc*boi,abstract-concrete
anc*boo,ancient ∧ book,anc*boo,abstract-motion
anc*bot,ancient ∧ automated agent,anc*bot,abstract-technical
anc*bow,ancient ∧ bowl,anc*bow,abstract-motion
anc*box,ancient ∧ box,anc*box,abstract-motion
anc*brk,ancient ∧ break,anc*brk,abstract-process
anc*cas,ancient ∧ castle,anc*cas,abstract-sensory
anc*cei,ancient ∧ ceiling,anc*cei,abstract-sensory
anc*clm,ancient ∧ climb,anc*clm,abstract-process
anc*cup,ancient ∧ cup,anc*cup,abstract-motion
anc*der,ancient ∧ virtue,anc*der,abstract-ethics
anc*ham,ancient ∧ hammer,anc*ham,abstract-motion
anch*if,process-state: anchoring creating condition,anch*if,process_state
anch*iff,process-state: anchoring creating if-then,anch*iff,process_state
anch*ity,process-state: anchoring creating quality,anch*ity,process_state
anch*opn,process-state: anchoring creating open,anch*opn,process_state
anch*pha,process-state: anchoring creating phase,anch*pha,process_state
anch*phs,process-state: anchoring creating phase,anch*phs,process_state
anch*pok,process-state: anchoring creating poke,anch*pok,process_state
anch*whn,process-state: anchoring creating when,anch*whn,process_state
anch*wou,process-state: anchoring creating would,anch*wou,process_state
ang*ack,anger ∧ acknowledge,ang*ack,cognitive-agent
ang*act,anger ∧ action,ang*act,cognitive-agent
ang*ada,anger ∧ adapt,ang*ada,cognitive-agent
ang*age,anger ∧ agent,ang*age,cognitive-abstract
ang*agg,anger ∧ aggregate,ang*agg,cognitive-agent
ang*agr,anger ∧ agreeing,ang*agr,cognitive-communication
ang*agt,anger ∧ agent,ang*agt,cognitive-agent
ang*ahi,anger ∧ ahimsa,ang*ahi,cognitive-ethics
ang*ale,anger ∧ aleatoric uncertainty (inherently random),ang*ale,cognitive-agent
ang*all,anger ∧ all,ang*all,cognitive-abstract
ang*alp,anger ∧ alpha,ang*alp,cognitive-abstract
ang*alt,anger ∧ alternatively,ang*alt,cognitive-abstract
ang*amb,anger ∧ many meanings,ang*amb,cognitive-abstract
ang*anc,anger ∧ ancient,ang*anc,cognitive-abstract
ang*ans,anger ∧ answer,ang*ans,cognitive-communication
ang*anx,emotion blend: anger + anxious,ang*anx,emotion_internal
ang*api,anger ∧ interface,ang*api,cognitive-technical
ang*apl,anger ∧ apple,ang*apl,cognitive-concrete
ang*app,anger ∧ application,ang*app,cognitive-technical
ang*apt,anger ∧ apartment,ang*apt,cognitive-sensory
ang*aret,anger ∧ arete,ang*aret,cognitive-ethics
ang*arg,anger ∧ arguing,ang*arg,cognitive-communication
ang*ask,anger ∧ asking,ang*ask,cognitive-communication
ang*async,anger ∧ not synchronized concurrent,ang*async,cognitive-technical
ang*avo,anger ∧ avoid,ang*avo,cognitive-process
ang*await,anger ∧ wait for completion,ang*await,cognitive-technical
ang*bag,anger ∧ bag,ang*bag,cognitive-motion
ang*bak,anger ∧ backup,ang*bak,cognitive-technical
ang*ban,anger ∧ banana,ang*ban,cognitive-concrete
ang*bar,anger ∧ baraka,ang*bar,cognitive-ethics
ang*bat,anger ∧ bathroom,ang*bat,cognitive-sensory
ang*bed,anger ∧ bedroom,ang*bed,cognitive-sensory
ang*bee,anger ∧ beer,ang*bee,cognitive-concrete
ang*beff,anger ∧ beef,ang*beff,cognitive-concrete
ang*ben,anger ∧ bend,ang*ben,cognitive-process
ang*bit,anger ∧ bitter,ang*bit,cognitive-concrete
ang*bld,anger ∧ build,ang*bld,cognitive-process
ang*ble,anger ∧ blessing,ang*ble,cognitive-ethics
ang*bng,anger ∧ bring,ang*bng,cognitive-process
ang*bnk,anger ∧ bank,ang*bnk,cognitive-sensory
ang*bod,anger ∧ awakening,ang*bod,cognitive-ethics
ang*boi,anger ∧ boil,ang*boi,cognitive-concrete
ang*boo,anger ∧ book,ang*boo,cognitive-motion
ang*bot,anger ∧ automated agent,ang*bot,cognitive-technical
ang*bow,anger ∧ bowl,ang*bow,cognitive-motion
ang*box,anger ∧ box,ang*box,cognitive-motion
ang*brk,anger ∧ break,ang*brk,cognitive-process
ang*cas,anger ∧ castle,ang*cas,cognitive-sensory
ang*cei,anger ∧ ceiling,ang*cei,cognitive-sensory
ang*cer,anger ∧ ceremony,ang*cer,cognitive-social
ang*chi,anger ∧ child,ang*chi,cognitive-social
ang*cle,anger ∧ clear,ang*cle,cognitive-communication
ang*clm,anger ∧ climb,ang*clm,cognitive-process
ang*cri,anger ∧ criticize,ang*cri,cognitive-communication
ang*cru,anger ∧ cruel,ang*cru,cognitive-social
ang*cul,anger ∧ culture,ang*cul,cognitive-social
ang*cup,anger ∧ cup,ang*cup,cognitive-motion
ang*cus,anger ∧ custom,ang*cus,cognitive-social
ang*der,anger ∧ virtue,ang*der,cognitive-ethics
ang*dre,emotion blend: anger + dreaming,ang*dre,emotion_internal
ang*dut,anger ∧ duty,ang*dut,cognitive-social
ang*gri,emotion blend: anger + grill,ang*gri,emotion_internal
ang*ham,anger ∧ hammer,ang*ham,cognitive-motion
ang*hop,desperate determination - anger fueling optimism,ang*hop,emotion_internal
ang*sha,emotion blend: anger + shame,ang*sha,emotion_internal
ang*sho,emotion blend: anger + showing,ang*sho,emotion_internal
ani*abd,animal ∧ abduct,ani*abd,living-cognitive
ani*abl,animal ∧ able,ani*abl,living-cognitive
ani*abs,animal ∧ abstract,ani*abs,living-cognitive
ani*ack,animal ∧ acknowledge,ani*ack,living-agent
ani*act,animal ∧ action,ani*act,living-agent
ani*ada,animal ∧ adapt,ani*ada,living-agent
ani*age,animal ∧ agent,ani*age,living-abstract
ani*age*ack,animal ∧ agent ∧ acknowledge,ani*age*ack,ternary
ani*age*act,animal ∧ agent ∧ action,ani*age*act,ternary
ani*age*ada,animal ∧ agent ∧ adapt,ani*age*ada,ternary
ani*age*agg,animal ∧ agent ∧ aggregate,ani*age*agg,ternary
ani*agg,animal ∧ aggregate,ani*agg,living-agent
ani*agr,animal ∧ agreeing,ani*agr,living-communication
ani*agt,animal ∧ agent,ani*agt,living-agent
ani*ahi,animal ∧ ahimsa,ani*ahi,living-ethics
ani*aim,animal ∧ aim,ani*aim,living-cognitive
ani*ale,animal ∧ aleatoric uncertainty (inherently random),ani*ale,living-agent
ani*all,animal ∧ all,ani*all,living-abstract
ani*all*ack,animal ∧ all ∧ acknowledge,ani*all*ack,ternary
ani*all*act,animal ∧ all ∧ action,ani*all*act,ternary
ani*all*ada,animal ∧ all ∧ adapt,ani*all*ada,ternary
ani*all*agg,animal ∧ all ∧ aggregate,ani*all*agg,ternary
ani*alp,animal ∧ alpha,ani*alp,living-abstract
ani*alp*ack,animal ∧ alpha ∧ acknowledge,ani*alp*ack,ternary
ani*alp*act,animal ∧ alpha ∧ action,ani*alp*act,ternary
ani*alp*ada,animal ∧ alpha ∧ adapt,ani*alp*ada,ternary
ani*alp*agg,animal ∧ alpha ∧ aggregate,ani*alp*agg,ternary
ani*alt,animal ∧ alternatively,ani*alt,living-abstract
ani*alt*ack,animal ∧ alternatively ∧ acknowledge,ani*alt*ack,ternary
ani*alt*act,animal ∧ alternatively ∧ action,ani*alt*act,ternary
ani*alt*ada,animal ∧ alternatively ∧ adapt,ani*alt*ada,ternary
ani*alt*agg,animal ∧ alternatively ∧ aggregate,ani*alt*agg,ternary
ani*amb,animal ∧ many meanings,ani*amb,living-abstract
ani*anc,animal ∧ ancient,ani*anc,living-abstract
ani*ang,animal ∧ anger,ani*ang,living-cognitive
ani*ans,animal ∧ answer,ani*ans,living-communication
ani*anx,animal ∧ anxious,ani*anx,living-cognitive
ani*api,animal ∧ interface,ani*api,living-technical
ani*apl,animal ∧ apple,ani*apl,living-concrete
ani*app,animal ∧ application,ani*app,living-technical
ani*apt,animal ∧ apartment,ani*apt,living-sensory
ani*aret,animal ∧ arete,ani*aret,living-ethics
ani*arg,animal ∧ arguing,ani*arg,living-communication
ani*ask,animal ∧ asking,ani*ask,living-communication
ani*async,animal ∧ not synchronized concurrent,ani*async,living-technical
ani*avo,animal ∧ avoid,ani*avo,living-process
ani*await,animal ∧ wait for completion,ani*await,living-technical
ani*bag,animal ∧ bag,ani*bag,living-motion
ani*bak,animal ∧ backup,ani*bak,living-technical
ani*ban,animal ∧ banana,ani*ban,living-concrete
ani*bar,animal ∧ baraka,ani*bar,living-ethics
ani*bat,animal ∧ bathroom,ani*bat,living-sensory
ani*bed,animal ∧ bedroom,ani*bed,living-sensory
ani*bee,animal ∧ beer,ani*bee,living-concrete
ani*beff,animal ∧ beef,ani*beff,living-concrete
ani*ben,animal ∧ bend,ani*ben,living-process
ani*bit,animal ∧ bitter,ani*bit,living-concrete
ani*bld,animal ∧ build,ani*bld,living-process
ani*ble,animal ∧ blessing,ani*ble,living-ethics
ani*bng,animal ∧ bring,ani*bng,living-process
ani*bnk,animal ∧ bank,ani*bnk,living-sensory
ani*bod,animal ∧ awakening,ani*bod,living-ethics
ani*boi,animal ∧ boil,ani*boi,living-concrete
ani*boo,animal ∧ book,ani*boo,living-motion
ani*bot,animal ∧ automated agent,ani*bot,living-technical
ani*bow,animal ∧ bowl,ani*bow,living-motion
ani*box,animal ∧ box,ani*box,living-motion
ani*brk,animal ∧ break,ani*brk,living-process
ani*cas,animal ∧ castle,ani*cas,living-sensory
ani*cei,animal ∧ ceiling,ani*cei,living-sensory
ani*cer,animal ∧ ceremony,ani*cer,living-social
ani*chi,animal ∧ child,ani*chi,living-social
ani*cle,animal ∧ clear,ani*cle,living-communication
ani*clm,animal ∧ climb,ani*clm,living-process
ani*cri,animal ∧ criticize,ani*cri,living-communication
ani*cru,animal ∧ cruel,ani*cru,living-social
ani*cul,animal ∧ culture,ani*cul,living-social
ani*cup,animal ∧ cup,ani*cup,living-motion
ani*cus,animal ∧ custom,ani*cus,living-social
ani*der,animal ∧ virtue,ani*der,living-ethics
ani*dut,animal ∧ duty,ani*dut,living-social
ani*ham,animal ∧ hammer,ani*ham,living-motion
ans*ack,answer ∧ acknowledge,ans*ack,communication-agent
ans*act,answer ∧ action,ans*act,communication-agent
ans*ada,answer ∧ adapt,ans*ada,communication-agent
ans*age,answer ∧ agent,ans*age,communication-abstract
ans*agg,answer ∧ aggregate,ans*agg,communication-agent
ans*agt,answer ∧ agent,ans*agt,communication-agent
ans*ahi,answer ∧ ahimsa,ans*ahi,communication-ethics
ans*ale,answer ∧ aleatoric uncertainty (inherently random),ans*ale,communication-agent
ans*all,answer ∧ all,ans*all,communication-abstract
ans*alp,answer ∧ alpha,ans*alp,communication-abstract
ans*alt,answer ∧ alternatively,ans*alt,communication-abstract
ans*amb,answer ∧ many meanings,ans*amb,communication-abstract
ans*anc,answer ∧ ancient,ans*anc,communication-abstract
ans*api,answer ∧ interface,ans*api,communication-technical
ans*apl,answer ∧ apple,ans*apl,communication-concrete
ans*app,answer ∧ application,ans*app,communication-technical
ans*apt,answer ∧ apartment,ans*apt,communication-sensory
ans*aret,answer ∧ arete,ans*aret,communication-ethics
ans*async,answer ∧ not synchronized concurrent,ans*async,communication-technical
ans*avo,answer ∧ avoid,ans*avo,communication-process
ans*await,answer ∧ wait for completion,ans*await,communication-technical
ans*bag,answer ∧ bag,ans*bag,communication-motion
ans*bak,answer ∧ backup,ans*bak,communication-technical
ans*ban,answer ∧ banana,ans*ban,communication-concrete
ans*bar,answer ∧ baraka,ans*bar,communication-ethics
ans*bat,answer ∧ bathroom,ans*bat,communication-sensory
ans*bed,answer ∧ bedroom,ans*bed,communication-sensory
ans*bee,answer ∧ beer,ans*bee,communication-concrete
ans*beff,answer ∧ beef,ans*beff,communication-concrete
ans*ben,answer ∧ bend,ans*ben,communication-process
ans*bit,answer ∧ bitter,ans*bit,communication-concrete
ans*bld,answer ∧ build,ans*bld,communication-process
ans*ble,answer ∧ blessing,ans*ble,communication-ethics
ans*bng,answer ∧ bring,ans*bng,communication-process
ans*bnk,answer ∧ bank,ans*bnk,communication-sensory
ans*bod,answer ∧ awakening,ans*bod,communication-ethics
ans*boi,answer ∧ boil,ans*boi,communication-concrete
ans*boo,answer ∧ book,ans*boo,communication-motion
ans*bot,answer ∧ automated agent,ans*bot,communication-technical
ans*bow,answer ∧ bowl,ans*bow,communication-motion
ans*box,answer ∧ box,ans*box,communication-motion
ans*brk,answer ∧ break,ans*brk,communication-process
ans*cas,answer ∧ castle,ans*cas,communication-sensory
ans*cei,answer ∧ ceiling,ans*cei,communication-sensory
ans*cer,answer ∧ ceremony,ans*cer,communication-social
ans*chi,answer ∧ child,ans*chi,communication-social
ans*clm,answer ∧ climb,ans*clm,communication-process
ans*cru,answer ∧ cruel,ans*cru,communication-social
ans*cul,answer ∧ culture,ans*cul,communication-social
ans*cup,answer ∧ cup,ans*cup,communication-motion
ans*cus,answer ∧ custom,ans*cus,communication-social
ans*der,answer ∧ virtue,ans*der,communication-ethics
ans*dut,answer ∧ duty,ans*dut,communication-social
ans*ham,answer ∧ hammer,ans*ham,communication-motion
ant*abd,ant ∧ abduct,ant*abd,living-cognitive
ant*abl,ant ∧ able,ant*abl,living-cognitive
ant*abs,ant ∧ abstract,ant*abs,living-cognitive
ant*ack,ant ∧ acknowledge,ant*ack,living-agent
ant*act,ant ∧ action,ant*act,living-agent
ant*ada,ant ∧ adapt,ant*ada,living-agent
ant*age,ant ∧ agent,ant*age,living-abstract
ant*age*ack,ant ∧ agent ∧ acknowledge,ant*age*ack,ternary
ant*age*act,ant ∧ agent ∧ action,ant*age*act,ternary
ant*age*ada,ant ∧ agent ∧ adapt,ant*age*ada,ternary
ant*age*agg,ant ∧ agent ∧ aggregate,ant*age*agg,ternary
ant*agg,ant ∧ aggregate,ant*agg,living-agent
ant*agr,ant ∧ agreeing,ant*agr,living-communication
ant*agt,ant ∧ agent,ant*agt,living-agent
ant*ahi,ant ∧ ahimsa,ant*ahi,living-ethics
ant*aim,ant ∧ aim,ant*aim,living-cognitive
ant*ale,ant ∧ aleatoric uncertainty (inherently random),ant*ale,living-agent
ant*all,ant ∧ all,ant*all,living-abstract
ant*all*ack,ant ∧ all ∧ acknowledge,ant*all*ack,ternary
ant*all*act,ant ∧ all ∧ action,ant*all*act,ternary
ant*all*ada,ant ∧ all ∧ adapt,ant*all*ada,ternary
ant*all*agg,ant ∧ all ∧ aggregate,ant*all*agg,ternary
ant*alp,ant ∧ alpha,ant*alp,living-abstract
ant*alp*ack,ant ∧ alpha ∧ acknowledge,ant*alp*ack,ternary
ant*alp*act,ant ∧ alpha ∧ action,ant*alp*act,ternary
ant*alp*ada,ant ∧ alpha ∧ adapt,ant*alp*ada,ternary
ant*alp*agg,ant ∧ alpha ∧ aggregate,ant*alp*agg,ternary
ant*alt,ant ∧ alternatively,ant*alt,living-abstract
ant*alt*ack,ant ∧ alternatively ∧ acknowledge,ant*alt*ack,ternary
ant*alt*act,ant ∧ alternatively ∧ action,ant*alt*act,ternary
ant*alt*ada,ant ∧ alternatively ∧ adapt,ant*alt*ada,ternary
ant*alt*agg,ant ∧ alternatively ∧ aggregate,ant*alt*agg,ternary
ant*amb,ant ∧ many meanings,ant*amb,living-abstract
ant*anc,ant ∧ ancient,ant*anc,living-abstract
ant*ang,ant ∧ anger,ant*ang,living-cognitive
ant*ans,ant ∧ answer,ant*ans,living-communication
ant*anx,ant ∧ anxious,ant*anx,living-cognitive
ant*api,ant ∧ interface,ant*api,living-technical
ant*apl,ant ∧ apple,ant*apl,living-concrete
ant*app,ant ∧ application,ant*app,living-technical
ant*apt,ant ∧ apartment,ant*apt,living-sensory
ant*aret,ant ∧ arete,ant*aret,living-ethics
ant*arg,ant ∧ arguing,ant*arg,living-communication
ant*ask,ant ∧ asking,ant*ask,living-communication
ant*async,ant ∧ not synchronized concurrent,ant*async,living-technical
ant*avo,ant ∧ avoid,ant*avo,living-process
ant*await,ant ∧ wait for completion,ant*await,living-technical
ant*bag,ant ∧ bag,ant*bag,living-motion
ant*bak,ant ∧ backup,ant*bak,living-technical
ant*ban,ant ∧ banana,ant*ban,living-concrete
ant*bar,ant ∧ baraka,ant*bar,living-ethics
ant*bat,ant ∧ bathroom,ant*bat,living-sensory
